,Country,Economy,Healthy,Social,Freedom,Corruption,Generosity,Score
28,Argentina,1.073,0.7440000000000001,1.4680000000000002,0.57,0.054000000000000006,0.062,6.388
29,Guatemala,0.7809999999999999,0.608,1.268,0.604,0.071,0.179,6.382000000000001
30,Uruguay,1.093,0.7709999999999999,1.459,0.625,0.155,0.13,6.379
31,Qatar,1.649,0.748,1.3030000000000002,0.654,0.171,0.256,6.374
32,Saudi Arabia,1.379,0.633,1.331,0.509,0.127,0.098,6.371
33,Singapore,1.5290000000000001,1.008,1.4509999999999998,0.631,0.457,0.261,6.343
34,Malaysia,1.161,0.669,1.258,0.35600000000000004,0.059000000000000004,0.311,6.322
35,Spain,1.251,0.965,1.538,0.449,0.07400000000000001,0.142,6.31
36,Colombia,0.96,0.635,1.439,0.531,0.039,0.099,6.26
37,Trinidad & Tobago,1.2229999999999999,0.564,1.492,0.575,0.019,0.171,6.192
38,Slovakia,1.21,0.7759999999999999,1.537,0.354,0.013999999999999999,0.11800000000000001,6.172999999999999
39,El Salvador,0.8059999999999999,0.639,1.2309999999999999,0.461,0.08199999999999999,0.065,6.167000000000001
40,Nicaragua,0.6679999999999999,0.7,1.319,0.527,0.128,0.20800000000000002,6.141
41,Poland,1.176,0.7809999999999999,1.4480000000000002,0.546,0.064,0.10800000000000001,6.122999999999999
42,Bahrain,1.338,0.698,1.3659999999999999,0.594,0.12300000000000001,0.243,6.105
43,Uzbekistan,0.7190000000000001,0.605,1.584,0.7240000000000001,0.259,0.32799999999999996,6.096
44,Kuwait,1.474,0.675,1.301,0.5539999999999999,0.106,0.16699999999999998,6.082999999999999
45,Thailand,1.016,0.7070000000000001,1.4169999999999998,0.637,0.028999999999999998,0.364,6.072
46,Italy,1.264,0.946,1.501,0.281,0.027999999999999997,0.13699999999999998,6.0
47,Ecuador,0.889,0.736,1.33,0.556,0.12,0.114,5.973
48,Belize,0.807,0.474,1.101,0.593,0.08900000000000001,0.183,5.956
49,Lithuania,1.197,0.716,1.527,0.35,0.006,0.026000000000000002,5.952000000000001
50,Slovenia,1.219,0.856,1.506,0.633,0.051,0.16,5.9479999999999995
51,Romania,1.1159999999999999,0.726,1.219,0.528,0.001,0.08800000000000001,5.945
52,Latvia,1.148,0.6709999999999999,1.454,0.363,0.066,0.092,5.933
53,Japan,1.294,0.988,1.462,0.5529999999999999,0.15,0.079,5.915
54,Mauritius,1.09,0.684,1.3869999999999998,0.584,0.05,0.245,5.891
55,Jamaica,0.8190000000000001,0.693,1.493,0.575,0.031,0.096,5.89
56,South Korea,1.266,0.955,1.204,0.244,0.051,0.175,5.875
57,Northern Cyprus,1.229,0.909,1.2109999999999999,0.495,0.154,0.179,5.835
58,Russia,1.151,0.599,1.479,0.39899999999999997,0.025,0.065,5.81
59,Kazakhstan,1.143,0.631,1.516,0.45399999999999996,0.121,0.14800000000000002,5.79
60,Cyprus,1.229,0.909,1.1909999999999998,0.423,0.035,0.20199999999999999,5.7620000000000005
61,Bolivia,0.7509999999999999,0.508,1.2229999999999999,0.606,0.054000000000000006,0.141,5.752000000000001
62,Estonia,1.2,0.737,1.5319999999999998,0.5529999999999999,0.174,0.086,5.739
63,Paraguay,0.835,0.615,1.5219999999999998,0.541,0.07400000000000001,0.162,5.681
64,Peru,0.934,0.674,1.249,0.53,0.034,0.092,5.662999999999999
65,Kosovo,0.855,0.578,1.23,0.44799999999999995,0.023,0.27399999999999997,5.662000000000001
66,Moldova,0.657,0.62,1.301,0.23199999999999998,0.0,0.171,5.64
67,Turkmenistan,1.016,0.517,1.5330000000000001,0.41700000000000004,0.037000000000000005,0.19899999999999998,5.636
68,Hungary,1.171,0.732,1.401,0.259,0.022000000000000002,0.061,5.62
69,Libya,0.985,0.5529999999999999,1.35,0.496,0.14800000000000002,0.11599999999999999,5.566
70,Philippines,0.775,0.513,1.3119999999999998,0.643,0.105,0.12,5.524
71,Honduras,0.62,0.622,1.205,0.45899999999999996,0.07400000000000001,0.19699999999999998,5.504
72,Belarus,1.0390000000000001,0.7,1.4980000000000002,0.307,0.154,0.10099999999999999,5.483
73,Turkey,1.148,0.6859999999999999,1.38,0.324,0.109,0.106,5.483
74,Pakistan,0.652,0.424,0.81,0.33399999999999996,0.113,0.21600000000000003,5.472
75,Hong Kong,1.405,1.03,1.29,0.524,0.29100000000000004,0.24600000000000002,5.43
76,Portugal,1.188,0.884,1.429,0.562,0.017,0.055,5.41
77,Serbia,0.975,0.685,1.369,0.28800000000000003,0.043,0.134,5.398
78,Greece,1.1540000000000001,0.879,1.202,0.131,0.044000000000000004,0.0,5.358
79,Lebanon,0.965,0.785,1.179,0.503,0.136,0.214,5.358
80,Montenegro,1.0170000000000001,0.7290000000000001,1.2790000000000001,0.259,0.081,0.111,5.347
81,Croatia,1.115,0.737,1.161,0.38,0.039,0.12,5.321000000000001
82,Dominican Republic,0.982,0.614,1.4409999999999998,0.578,0.106,0.12,5.3020000000000005
83,Algeria,0.9790000000000001,0.687,1.1540000000000001,0.077,0.135,0.055,5.295
84,Morocco,0.779,0.669,0.797,0.46,0.07400000000000001,0.026000000000000002,5.254
85,China,0.9890000000000001,0.799,1.1420000000000001,0.597,0.10300000000000001,0.028999999999999998,5.246
86,Azerbaijan,1.024,0.603,1.161,0.43,0.17600000000000002,0.031,5.2010000000000005
87,Tajikistan,0.474,0.598,1.166,0.292,0.034,0.187,5.199
88,Macedonia,0.9590000000000001,0.691,1.239,0.39399999999999996,0.052000000000000005,0.17300000000000001,5.185
89,Jordan,0.8220000000000001,0.645,1.265,0.46799999999999997,0.134,0.13,5.1610000000000005
90,Nigeria,0.6890000000000001,0.048,1.172,0.462,0.032,0.201,5.155
91,Kyrgyzstan,0.53,0.594,1.416,0.54,0.035,0.281,5.131
92,Bosnia and Herzegovina,0.915,0.758,1.078,0.28,0.0,0.21600000000000003,5.129
93,Mongolia,0.914,0.575,1.517,0.395,0.032,0.253,5.125
94,Vietnam,0.715,0.7020000000000001,1.365,0.618,0.079,0.177,5.103
95,Indonesia,0.899,0.522,1.215,0.5379999999999999,0.018000000000000002,0.484,5.093
96,Bhutan,0.7959999999999999,0.527,1.335,0.541,0.171,0.364,5.082
97,Somalia,0.0,0.115,0.7120000000000001,0.674,0.282,0.23800000000000002,4.982
98,Cameroon,0.535,0.182,0.8909999999999999,0.45399999999999996,0.043,0.183,4.975
99,Bulgaria,1.054,0.7120000000000001,1.515,0.359,0.009000000000000001,0.064,4.933
100,Nepal,0.425,0.539,1.228,0.526,0.078,0.302,4.88
101,Venezuela,0.996,0.657,1.469,0.133,0.052000000000000005,0.055999999999999994,4.806
102,Gabon,1.036,0.40399999999999997,1.1640000000000001,0.35600000000000004,0.052000000000000005,0.032,4.758
103,Palestinian Territories,0.642,0.602,1.217,0.266,0.076,0.086,4.743
104,South Africa,0.94,0.33,1.41,0.516,0.055999999999999994,0.10300000000000001,4.724
105,Iran,1.0590000000000002,0.691,0.7709999999999999,0.45899999999999996,0.129,0.282,4.707
106,Ivory Coast,0.541,0.08,0.872,0.467,0.10300000000000001,0.146,4.671
107,Ghana,0.5920000000000001,0.337,0.8959999999999999,0.499,0.028999999999999998,0.212,4.657
108,Senegal,0.429,0.433,1.117,0.406,0.08199999999999999,0.138,4.631
109,Laos,0.72,0.441,1.034,0.626,0.174,0.23,4.623
110,Tunisia,0.9,0.69,0.9059999999999999,0.271,0.063,0.04,4.592
111,Albania,0.9159999999999999,0.79,0.8170000000000001,0.419,0.032,0.149,4.586
112,Sierra Leone,0.256,0.0,0.813,0.355,0.053,0.23800000000000002,4.571000000000001
113,Congo (Brazzaville),0.682,0.34299999999999997,0.8109999999999999,0.514,0.077,0.091,4.559
114,Bangladesh,0.532,0.579,0.85,0.58,0.14400000000000002,0.153,4.5
115,Sri Lanka,0.9179999999999999,0.672,1.314,0.585,0.05,0.307,4.471
116,Iraq,1.01,0.536,0.971,0.304,0.095,0.14800000000000002,4.456
117,Mali,0.37,0.152,1.2329999999999999,0.36700000000000005,0.055999999999999994,0.139,4.447
118,Namibia,0.8740000000000001,0.365,1.281,0.519,0.064,0.051,4.441
119,Cambodia,0.5489999999999999,0.457,1.088,0.696,0.065,0.256,4.433
120,Burkina Faso,0.314,0.254,1.097,0.312,0.128,0.175,4.4239999999999995
121,Egypt,0.885,0.5529999999999999,1.025,0.312,0.107,0.092,4.419
122,Mozambique,0.198,0.17300000000000001,0.902,0.531,0.158,0.20600000000000002,4.417
123,Kenya,0.493,0.45399999999999996,1.048,0.504,0.055,0.35200000000000004,4.41
124,Zambia,0.562,0.295,1.047,0.503,0.08199999999999999,0.221,4.377
125,Mauritania,0.557,0.292,1.245,0.129,0.09300000000000001,0.134,4.356
126,Ethiopia,0.308,0.391,0.95,0.452,0.146,0.22,4.35
127,Georgia,0.853,0.643,0.5920000000000001,0.375,0.215,0.038,4.34
128,Armenia,0.816,0.6659999999999999,0.99,0.26,0.027999999999999997,0.077,4.321000000000001
129,Myanmar,0.682,0.429,1.1740000000000002,0.58,0.17800000000000002,0.598,4.308
130,Chad,0.358,0.053,0.907,0.18899999999999997,0.06,0.18100000000000002,4.301
131,Congo (Kinshasa),0.069,0.204,1.136,0.312,0.052000000000000005,0.19699999999999998,4.245
132,India,0.721,0.485,0.747,0.539,0.09300000000000001,0.172,4.19
133,Niger,0.131,0.221,0.867,0.39,0.099,0.175,4.166
134,Uganda,0.322,0.237,1.09,0.45,0.061,0.259,4.1610000000000005
135,Benin,0.37799999999999995,0.24,0.37200000000000005,0.44,0.067,0.163,4.141
136,Sudan,0.605,0.312,1.24,0.016,0.08199999999999999,0.134,4.138999999999999
137,Ukraine,0.7929999999999999,0.609,1.413,0.163,0.011000000000000001,0.187,4.103
138,Togo,0.259,0.253,0.474,0.434,0.10099999999999999,0.158,3.9989999999999997
139,Guinea,0.344,0.21100000000000002,0.792,0.39399999999999996,0.094,0.185,3.964
140,Lesotho,0.47200000000000003,0.079,1.215,0.423,0.11199999999999999,0.11599999999999999,3.8080000000000003
141,Angola,0.73,0.26899999999999996,1.125,0.0,0.061,0.079,3.795
142,Madagascar,0.262,0.402,0.9079999999999999,0.221,0.049,0.155,3.7739999999999996
143,Zimbabwe,0.35700000000000004,0.248,1.094,0.406,0.099,0.132,3.6919999999999997
144,Afghanistan,0.332,0.255,0.537,0.085,0.036000000000000004,0.191,3.6319999999999997
145,Botswana,1.0170000000000001,0.41700000000000004,1.1740000000000002,0.557,0.092,0.042,3.59
146,Malawi,0.18600000000000003,0.306,0.541,0.531,0.08,0.21,3.5869999999999997
147,Haiti,0.315,0.289,0.7140000000000001,0.025,0.10400000000000001,0.392,3.582
148,Liberia,0.076,0.267,0.858,0.419,0.03,0.20600000000000002,3.495
149,Syria,0.6890000000000001,0.539,0.382,0.08800000000000001,0.14400000000000002,0.376,3.4619999999999997
150,Rwanda,0.332,0.4,0.8959999999999999,0.636,0.444,0.2,3.408
151,Yemen,0.442,0.34299999999999997,1.073,0.244,0.064,0.083,3.355
152,Tanzania,0.455,0.381,0.991,0.48100000000000004,0.09699999999999999,0.27,3.303
153,South Sudan,0.337,0.177,0.608,0.11199999999999999,0.106,0.22399999999999998,3.2539999999999996
154,Central African Republic,0.024,0.01,0.0,0.305,0.038,0.218,3.083
155,Burundi,0.091,0.145,0.627,0.065,0.076,0.149,2.905
