,Country,Economy,Healthy,Social,Freedom,Corruption,Generosity,Score
77,Bosnia and Herzegovina,0.945,0.845,1.212,0.212,0.006,0.263,5.386
78,Turkey,1.183,0.8079999999999999,1.36,0.195,0.106,0.083,5.372999999999999
79,Malaysia,1.2209999999999999,0.828,1.171,0.508,0.024,0.26,5.3389999999999995
80,Belarus,1.067,0.789,1.465,0.235,0.142,0.094,5.3229999999999995
81,Greece,1.181,0.9990000000000001,1.156,0.067,0.034,0.0,5.287000000000001
82,Mongolia,0.948,0.667,1.531,0.317,0.038,0.235,5.285
83,North Macedonia,0.983,0.838,1.294,0.345,0.034,0.185,5.274
84,Nigeria,0.696,0.245,1.111,0.426,0.040999999999999995,0.215,5.265
85,Kyrgyzstan,0.551,0.723,1.4380000000000002,0.508,0.023,0.3,5.261
86,Turkmenistan,1.052,0.657,1.538,0.39399999999999996,0.027999999999999997,0.244,5.247000000000001
87,Algeria,1.002,0.785,1.16,0.086,0.114,0.073,5.211
88,Morocco,0.8009999999999999,0.782,0.782,0.418,0.076,0.036000000000000004,5.207999999999999
89,Azerbaijan,1.043,0.769,1.147,0.35100000000000003,0.182,0.035,5.207999999999999
90,Lebanon,0.987,0.815,1.224,0.21600000000000003,0.027000000000000003,0.166,5.197
91,Indonesia,0.9309999999999999,0.66,1.203,0.491,0.027999999999999997,0.498,5.192
92,China,1.0290000000000001,0.893,1.125,0.521,0.1,0.057999999999999996,5.191
93,Vietnam,0.741,0.851,1.3459999999999999,0.5429999999999999,0.073,0.147,5.175
94,Bhutan,0.813,0.604,1.321,0.457,0.16699999999999998,0.37,5.082
95,Cameroon,0.5489999999999999,0.331,0.91,0.381,0.037000000000000005,0.187,5.044
96,Bulgaria,1.092,0.815,1.5130000000000001,0.311,0.004,0.081,5.011
97,Ghana,0.611,0.486,0.868,0.381,0.04,0.245,4.996
98,Ivory Coast,0.569,0.23199999999999998,0.8079999999999999,0.35200000000000004,0.09,0.154,4.944
99,Nepal,0.446,0.677,1.226,0.439,0.08900000000000001,0.285,4.913
100,Jordan,0.8370000000000001,0.815,1.225,0.38299999999999995,0.13,0.11,4.906000000000001
101,Benin,0.39299999999999996,0.397,0.43700000000000006,0.349,0.08199999999999999,0.175,4.883
102,Congo (Brazzaville),0.6729999999999999,0.508,0.799,0.37200000000000005,0.09300000000000001,0.105,4.812
103,Gabon,1.057,0.5710000000000001,1.183,0.295,0.055,0.043,4.7989999999999995
104,Laos,0.764,0.551,1.03,0.547,0.16399999999999998,0.266,4.796
105,South Africa,0.96,0.469,1.351,0.389,0.055,0.13,4.7219999999999995
106,Albania,0.9470000000000001,0.8740000000000001,0.848,0.38299999999999995,0.027000000000000003,0.17800000000000002,4.718999999999999
107,Venezuela,0.96,0.805,1.4269999999999998,0.154,0.047,0.064,4.707
108,Cambodia,0.574,0.637,1.122,0.609,0.062,0.23199999999999998,4.7
109,Palestinian Territories,0.657,0.672,1.247,0.225,0.066,0.10300000000000001,4.696000000000001
110,Senegal,0.45,0.5710000000000001,1.1340000000000001,0.292,0.07200000000000001,0.153,4.681
111,Somalia,0.0,0.268,0.698,0.5589999999999999,0.27,0.243,4.668
112,Namibia,0.879,0.47700000000000004,1.3130000000000002,0.401,0.055999999999999994,0.07,4.638999999999999
113,Niger,0.138,0.366,0.774,0.318,0.102,0.188,4.628
114,Burkina Faso,0.331,0.38,1.056,0.255,0.113,0.177,4.587
115,Armenia,0.85,0.815,1.055,0.28300000000000003,0.064,0.095,4.559
116,Iran,1.1,0.785,0.8420000000000001,0.305,0.125,0.27,4.548
117,Guinea,0.38,0.375,0.8290000000000001,0.332,0.086,0.207,4.534
118,Georgia,0.8859999999999999,0.752,0.6659999999999999,0.34600000000000003,0.16399999999999998,0.043,4.519
119,Gambia,0.308,0.428,0.9390000000000001,0.382,0.16699999999999998,0.26899999999999996,4.516
120,Kenya,0.512,0.581,0.983,0.431,0.053,0.37200000000000005,4.5089999999999995
121,Mauritania,0.57,0.489,1.167,0.066,0.08800000000000001,0.106,4.49
122,Mozambique,0.204,0.39,0.986,0.494,0.138,0.19699999999999998,4.466
123,Tunisia,0.9209999999999999,0.815,1.0,0.16699999999999998,0.055,0.059000000000000004,4.461
124,Bangladesh,0.562,0.723,0.9279999999999999,0.527,0.14300000000000002,0.166,4.456
125,Iraq,1.043,0.574,0.98,0.24100000000000002,0.08900000000000001,0.14800000000000002,4.437
126,Congo (Kinshasa),0.094,0.35700000000000004,1.125,0.26899999999999996,0.053,0.212,4.418
127,Mali,0.385,0.308,1.105,0.327,0.052000000000000005,0.153,4.39
128,Sierra Leone,0.268,0.242,0.841,0.309,0.045,0.252,4.374
129,Sri Lanka,0.9490000000000001,0.831,1.265,0.47,0.047,0.244,4.3660000000000005
130,Myanmar,0.71,0.555,1.181,0.525,0.172,0.5660000000000001,4.36
131,Chad,0.35,0.192,0.7659999999999999,0.174,0.078,0.198,4.35
132,Ukraine,0.82,0.7390000000000001,1.39,0.17800000000000002,0.01,0.187,4.332
133,Ethiopia,0.336,0.532,1.033,0.344,0.1,0.209,4.2860000000000005
134,Swaziland,0.8109999999999999,0.0,1.149,0.313,0.135,0.07400000000000001,4.212
135,Uganda,0.332,0.44299999999999995,1.069,0.35600000000000004,0.06,0.252,4.189
136,Egypt,0.9129999999999999,0.644,1.0390000000000001,0.24100000000000002,0.067,0.076,4.166
137,Zambia,0.578,0.426,1.058,0.431,0.087,0.247,4.107
138,Togo,0.275,0.41,0.5720000000000001,0.293,0.085,0.177,4.085
139,India,0.755,0.588,0.765,0.498,0.085,0.2,4.015
140,Liberia,0.073,0.44299999999999995,0.922,0.37,0.033,0.233,3.975
141,Comoros,0.27399999999999997,0.505,0.757,0.142,0.078,0.275,3.9730000000000003
142,Madagascar,0.27399999999999997,0.555,0.9159999999999999,0.14800000000000002,0.040999999999999995,0.16899999999999998,3.9330000000000003
143,Lesotho,0.489,0.168,1.169,0.359,0.09300000000000001,0.107,3.802
144,Burundi,0.046,0.38,0.447,0.22,0.18,0.17600000000000002,3.775
145,Zimbabwe,0.366,0.433,1.114,0.361,0.08900000000000001,0.151,3.6630000000000003
146,Haiti,0.32299999999999995,0.449,0.688,0.026000000000000002,0.11,0.419,3.597
147,Botswana,1.041,0.5379999999999999,1.145,0.455,0.1,0.025,3.488
148,Syria,0.619,0.44,0.37799999999999995,0.013000000000000001,0.141,0.331,3.4619999999999997
149,Malawi,0.191,0.495,0.56,0.44299999999999995,0.08900000000000001,0.218,3.41
150,Yemen,0.287,0.46299999999999997,1.163,0.14300000000000002,0.077,0.10800000000000001,3.38
151,Rwanda,0.359,0.614,0.711,0.555,0.41100000000000003,0.217,3.3339999999999996
152,Tanzania,0.47600000000000003,0.499,0.885,0.41700000000000004,0.147,0.276,3.2310000000000003
153,Afghanistan,0.35,0.361,0.517,0.0,0.025,0.158,3.2030000000000003
154,Central African Republic,0.026000000000000002,0.105,0.0,0.225,0.035,0.235,3.083
155,South Sudan,0.306,0.295,0.575,0.01,0.091,0.20199999999999999,2.853
